Category,Message,Message Traduit
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,PRIVATE! Ny kaontinao 2003 momba ny kaontinao dia mampiseho 800 isa S. I. M. tsy voavotra. Antsoy ny 08719899230 Kaody famantarana: 41685 lany daty 07/11/04
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,Aza omena tsiny na oviana na oviana eo amin'ny fiainanao. Ny andro tsara dia manome anao fahasambarana. Ny andro ratsy dia manome traikefa anao. Samy ilaina amin'ny fiainana! Fitahian'Andriamanitra daholo! salama.:
ham,Pls confirm the time to collect the cheque.,Pls hamafiso ny fotoana hanangonana ny seky.
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,Amin'ny maha-mpisoratra anarana an-taonany 4 dia ho tafiditra ao ny voucher fanomezana £100 rehefa nahazo valiny marina. Rahoviana ny lalao olaimpika manaraka. Ireo singa mifandraika amin'ny 80062
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,MAIKA! Ny laharan'ny findainao dia nomena loka £2000 GARANTEED. Antsoy ny 09061790121. Claim 3030. 150ppm ihany no manankery 12h
ham,Daddy will take good care of you :),Hikarakara anao tsara i Dada :)
ham,"Yeah probably, I still gotta check out with leo","Eny angamba, mbola mila mijery an'i leo aho"
ham,K.then any other special?,K.dia misy special hafa?
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,Mandany fotoana mamy toy ny mahazatra i Carlos ka ampahafantaro ahy rehefa vita/te hifoka ianao sy i patty dia hoteneniko izy hoe:
ham,Ok pa. Nothing problem:-),Ok pa. Tsy misy olana :-)
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,Efa naheno momba an'io asa io ve ianao? Handeha amin'ny resaka momba ny biby aho anio hariva raha te-ho avy ianao. Ny 2worzels sy ny wizzle sa inona izany?!
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","Andriamanitra dia naka voninkazo iray ka natsofoka ny DEW, nokasihiny tamim-pitiavana izay nivadika ho anao, ary nomeny fanomezana ho anao, dia hoy izy: 4U ITY NAMANA ITY."
ham,When you came to hostel.,Rehefa tonga tany amin'ny trano fandraisam-bahiny ianao.
ham,Ok no prob... I'll come after lunch then...,Ok tsisy prob... ho avy aho rehefa avy misakafo avy eo...
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,Lazaiko aminao fa handao an'i shanghai 4 aho amin'ny 21 ho solon'izay mba hanana fotoana bebe kokoa hihaonana ...
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,Mangatsiaka ve ianao? Mbola mody ve ianao? Tadidinao ve ny nanoroka ny reninao ny maraina? Tia ahy ve ianao ? Mieritreritra ahy ve ianao? Mbola manina ahy ve ianao?
ham,You all ready for * big day tomorrow?,Vonona ianareo rehetra amin'ny * andro lehibe rahampitso?
ham,I'll probably be around mu a lot,Mety ho eo akaikinao be aho
ham,645,645
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,RT-KIng Pro Video Club>> Mila fanampiana? info@ringtoneking.co.uk na antsoy ny 08701237397 Tsy maintsy crédit Club 16+ ianao azo avotana ao amin'ny www.ringtoneking.co.uk! Ankafizo!
ham,Thnx dude. u guys out 2nite?,Thnx ry namana. mivoaka 2nite ve ianareo?
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,"Izaho sef dey mihomehy anao. Mandritra izany fotoana izany, ry anjie malalako!"
ham,Mm i had my food da from out,Mm nanana ny sakafoko avy tany ivelany aho
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas","K, misy dikany, btw, sarotra i carlos ka hifoka sigara ianareo raha handeha haka ny andiany faharoa aho ary haka lasantsy."
ham,Did u download the fring app?,Nisintona ny app fring ve ianao?
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,Ny bandy 2 oz dia somary manjavozavo fa ny namana iray dia liana haka $ <#> mendrika anio alina raha azo atao
ham,Friends that u can stay on fb chat with,Namana afaka mijanona ao amin'ny chat fb ianao
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...","Sipa, tena malahelo anao aho !! Enga anie ianao ho eto hiara-matory amiko ... Tena manirery ny fandriako ... Mandeha aho izao, hatory ... Hanonofy anao ry malalako ..."
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",Tsotra be ny fiainana.. Tsotra koa ny fitiavana.. Tsotra loatra ny fihomehezana.. Tsotra loatra ny fandresena.. Tena sarotra anefa ny hoe 'SIMPLE'.. Gud nite.:-
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,Manana mpankafy miafina mitady 2 ianao dia mifandraisa amin'ny U-dia fantaro hoe iza R*ambarany izay mihevitra ny UR ho manokana-antsoy ny 09058094599
ham,"Ah, well that confuses things, doesn‘t it?","Ah, mampifangaro zavatra izany, sa tsy izany?"
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,SMS maimaim-poana 500. Alefaso fotsiny amin'ny 80488 ny kaontinao
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,"Salama, Antsoy aho fa maika. Tsy fantatro izay olanao. Tsy te hiasa ianao na raha manana olana hafa ianao dia lazao ahy farafaharatsiny. Miandry ny valinteninao."
ham,Dear how you. Are you ok?,"Ry malala, ahoana ianao. Salama ve ianao?"
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS","Voafantina hijanona ao amin'ny hotely britanika 1 amin'ny 250 tsara indrindra ianao - TSY MISY! Fety mendrika £350! Raha mitaky, antsoy ny London 02072069400. Bx 526, SW73SS"
ham,Yes princess! I want to make you happy...,Eny andriambavy! Te hampifaly anao aho...
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,Toa manana talenta maro ianao! te handeha hisakafo ve ianao amin'ny herinandro ambony?
ham,I am going to film 2day da. At 6pm. Sorry da.,Handeha film 2day aho da. Amin'ny 6 ora hariva. Miala tsiny da.
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,Efa tsy mijery sarimihetsika izahay. Mila fivarotana 2 i Xy ka miantsena aminy aho izao.
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,Salama ry biby fiompy keliko! Noheveriko fotsiny fa hitabataba ianao rehefa miaraka amin'ny namanao ...* mitsiky*... Mampahatsiahy anao fa tiana ianao ary mandefa oroka mampihomehy maneso
ham,Yesterday its with me only . Now am going home.,Omaly dia miaraka amiko ihany. Hody aho izao.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p","Nokia tones 4u, rply TONE TITLE to 8007 oh TONE DRACULA to 8007 Lohateny: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for","Tonga teo amin'ny fiainako ianao ary nitondra ny masoandro ..Mamirapiratra amiko, manafana ny foko. Mametraka tsiky tsy tapaka amin'ny tarehiko ... Mahatonga ahy hahatsapa ho tiana sy hokarakaraina"
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me","Tsia fa tsy dia taitra loatra aho, dia nandeha niaraka tamin'ilay bandy frantsay nifanena tamiko teto an-tanàna aho ny takariva, ary nifandona kely izahay fa tsy navelako hanadala ahy izy."
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.","Ny 0A$NETWORKS dia ahafahan'ny orinasa mandoa vola amin'ny SMS, ka izy ireo no tompon'andraikitra amin'ny ""mpamatsy"" azy, toy ny fivarotana iray tsy maintsy manome antoka ny zavatra amidiny. B. G."
ham,Great comedy..cant stop laughing da:),Hatsikana mahafinaritra..tsy mitsahatra mihomehy da :)
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,FreeMsg: Manantena aho fa tianao ny hiaraka amiko! Jst nahazo cam moby te haka ny sariko?Txt na valio DATY amin'ny 82242 Msg150p 2rcv Hlp 08712317606 mijanona amin'ny 82242
ham,"Alright, we're all set here, text the man","Eny ary, efa tafapetraka eto isika rehetra, andefaso SMS ilay lehilahy"
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?","Salama, aiza ianao? Ao izahay ary tsy te hivoaka ry zareo fa toa tsy tokony hivoaka ve aho, tsy maninona ve ianao?"
ham,Sleeping nt feeling well,Matory tsy salama
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,HATAONAO AMIN'NY DAMMIT ny telefaoninao!!
ham,India have to take lead:),India tsy maintsy mitondra :)
ham,I.ll post her out l8r. In class,Havoakako izy l8r. Ao an-dakilasy
ham,Thts wat Wright Brother did to fly..,Inona no nataon'i Wright Brother mba nanidina..
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!","Hariva * v tsara raha misy hetsika. Hameno anao, aza manahy ... Loha * ok fa ny tenda * rava. Mifankahita amin'ny enina!"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),Raha mihomehy mafy ianao.. Raha miresaka ho azy ianao.. Raha tsy miraharaha izay tsapan'ny hafa ianao.. Mety miaraka amin'ny namanao malalanao ianao.
ham,ITS A LAPTOP TAKE IT WITH YOU.,LAPTOP IZY ETO MIARAKA ANAO.
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,Tsy misy na iray aza ny rakitrao ao anaty kitapoko..eo am-piasana aho vao niantso ahy.Hilaza aminao aho raha mahita zavatra ao amin'ny efitranoko.
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,Mandeha aloha loatra aho lei... Izaho any ivelany izao vao mody aloha be... Aza mieritreritra ary...
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","Mba hahazoanao vola £250 isaky ny herinandro TXT: ACTION amin'ny 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,Tany bugis juz aho izao wat... Fa mandeha an-tongotra hody aho izao... Ü tara be dia valio... Nahita top dat tiako aho nefa nividy... Aiza r ü izao?
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..","Mirary soa ho anao sy ny ankohonanao ""X"" mas ary SAMBATRA taom-baovao mialoha.."
ham,At 7 we will go ok na.,Amin'ny 7 dia handeha tsara izahay.
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),"Eny, nandefa sary roa tao amin'ny fb aho. Mbola misy lanezy koa any ivelany. vao nifoha aho :)"
ham,S:-)if we have one good partnership going we will take lead:),S:-)raha manana fiaraha-miasa tsara iray isika dia hitarika antsika :)
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,RGENT! Ity no andrana faha-2 hifandraisana amin'ny U!Nandresy £1250 ianao ANTSO 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max £7. 50
ham,"Yeah, where's your class at?","Eny, aiza ny kilasinao?"
ham,No just send to you. Bec you in temple na.,Tsia alefa aminao fotsiny. Any amin'ny tempoly ianao.
ham,"You aren't coming home between class, right? I need to work out and shower!","Tsy hody an-dakilasy ianao, sa tsy izany? Mila miasa sy mandro aho!"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,Salama raha mahita 4 saucy mahafinaritra antoandro ianao miaraka amin'ny vehivavy manambady busty Am afaka amin'ny herinandro manaraka Chat izao 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,S but mostly not like that.,S fa tsy toy izany ny ankamaroany.
ham,Ü v ma fan...,Mpankafy aho...
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,Tsy fantatro fa efa tara aho rehefa tonga tao anatiny ... Fa nihinana spageddies izahay ... Ny vehivavy no mihomehy ahy ...
ham,Guess who spent all last night phasing in and out of the fourth dimension,Eritrereto hoe iza no nandany ny alina manontolo tamin'ny fampidirana sy fivoahana tamin'ny refy fahefatra
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,Koa izao dia hiantso ny raiko rehefa miala amin'ny asany izy ary hametraka ireo fanontaniana adala rehetra ireo.
ham,"Yes..but they said its IT.,","Eny..fa hoy izy ireo IT.,"
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)","Andalana tena mandratra n misy dikany hatramin'izay: ""Nandefitra ny zava-drehetra aho noho ny fitiavako, fa ny farany dia nandefitra ahy ny fitiavako tamin'ny zava-drehetra:-("".. Gud mornin:-)"
ham,Lmao!nice 1,Lmao! tsara 1
ham,Glad to see your reply.,Faly mahita ny valinteninao.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,MAIKA! Miezaka ny hifandray amin'i U. Ny fisarihana androany dia mampiseho fa nahazo loka £800 GARANTIE ianao. Antsoy ny laharana 09050001295. Fangatahana A21. 12 ora ihany no manankery
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,Tenimiafina isam-bolana ho an'ny wap. mobsi.com dia 391784. Ampiasao ny findainao wap fa tsy PC.
ham,Nah dub but je still buff,Nah dub fa mbola buff izy
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""","Teny maharary- ""Nihevitra aho fa ny hoe Sambatra no zavatra henjana indrindra eto an-tany... Fa, ny henjana indrindra dia ny manao Sambatra miaraka amin'ny fanaintainana tsy voambara ao anatiny.."""
ham,"Yeah, that's fine! It's £6 to get in, is that ok?","Eny, tsara izany! £6 no hidirana, mety ve izany?"
ham,Lol where do u come up with these ideas?,Lol aiza no ahitanao an'ireo hevitra ireo?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas","Betsaka tokoa ny olona toa miavaka amin'ny fahitana voalohany, Fa vitsy dia vitsy no mijanona ho miavaka aminao mandra-pahitanao farany.. Tohizo mandra-pahatapitry ny fiainana.. Sh!jas"
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","Androany dia ""andro natokana ho an'ny hira.."" Inona no hira hatokanao ho ahy? Alefaso any amin'ireo namanao sarobidy rehetra ity fa valio aloha aho..."
